id,company_id,sector,emtak,name,phone,www,email,is_active,final_url,domain,title,status_code,is_marketing
47297,40021,Reklaamiagentuurid,73111,Eastwood Advertising OÜ,+372 5221361,http://eastwood.ee,info@eastwood.ee,True,https://eastwood.ee/,eastwood.ee,"EASTWOOD Advertising - YES, WE CREATE",200,True
47297,40021,Reklaamiagentuurid,73111,Eastwood Advertising OÜ,+372 5270520,http://eastwood.ee,info@eastwood.ee,True,https://eastwood.ee/,eastwood.ee,"EASTWOOD Advertising - YES, WE CREATE",200,True
56369,48363,Reklaamiagentuurid,73111,Empress OÜ,+372 5065600,https://www.empress.ee,helena@empress.ee,True,https://www.empress.ee/,www.empress.ee,Empress OÜ | silmapaistev tööandja bränding,200,True
64058,55188,Reklaamiagentuurid,73111,Experion OÜ,+372 5111404,https://www.experion.ee,info@experion.ee,True,https://experion.ee/,experion.ee,Welcome to RunCloud,200,False
64189,55288,Reklaamiagentuurid,73111,Export Digital OÜ,+372 56157146,www.eppcdigital.com,karl@ppc.ee,True,https://eppcdigital.com/,eppcdigital.com,ePPC – Performance Marketing for Apps,200,True
64453,55535,Reklaamiagentuurid,73111,FAAZ OÜ,+372 56684793,www.faaz.ee,maria.laanelepp@gmail.com,True,https://www.faaz.ee/,www.faaz.ee,. – Faaz,200,True
64570,55639,Reklaamiagentuurid,73111,Factory Advertising OÜ,+372 5229093,https://factory.ee,info@factory.ee,True,https://factory.ee/,factory.ee,factorY,200,True
66285,57159,Reklaamiagentuurid,73111,Festech OÜ,+372 5537536,www.toitlustuspartner.ee,info@toitlustuspartner.ee,True,http://www.toitlustuspartner.ee/,www.toitlustuspartner.ee,Toitlustuspartner :: Toitlustus ja Catering Tartus,200,True
71448,61729,Reklaamiagentuurid,73111,Free Wave OÜ,+372 5236720,http://www.freewave.ee,info@freewave.ee,True,https://www.freewave.ee/,www.freewave.ee,"Avaleht - Freewave.ee - Mõistlik on kulutada emotsioonidele, sest need jäävad alles!",200,True
72680,62828,Reklaamiagentuurid,73111,Future Media OÜ,+372 5071300,www.futuremedia.ee,info@futuremedia.ee,True,https://www.futuremedia.ee/,www.futuremedia.ee,esileht | Future Media,200,False
74466,64473,Reklaamiagentuurid,73111,GE Healthcare Estonia OÜ,+372 5027390,www.gehealthcare.com,ZaneLiepa@gehealthcare.com,True,http://www.gehealthcare.com/,www.gehealthcare.com,Access Denied,403,False
74667,64656,Reklaamiagentuurid,73111,General Marketing OÜ,+372 55650829,www.programm.ee,info@programm.ee,True,https://programm.ee/,programm.ee,Korraldame tervise- ja rahvaspordisündmuseid - Active Program,200,True
85873,75062,Reklaamiagentuurid,73111,Hello World OÜ,+372 5061993,https://www.headreisi.ee/,liis@headreisi.ee,True,https://www.headreisi.ee/,www.headreisi.ee,Head reisi! - Ideedepagas reisisõpradele,200,False
86579,75687,Reklaamiagentuurid,73111,Heris OÜ,+372 58026523,www.heris.ee,henri@heris.ee,True,https://www.heris.ee/,www.heris.ee,"Heris OÜ | Üritused, tehnikarent ja trükised",200,True
92897,81476,Reklaamiagentuurid,73111,ICESTUDIO OÜ,+372 53471848,www.icestudio.ee,info@icestudio.ee,True,https://www.icestudio.ee/,www.icestudio.ee,icestudio,200,False
95004,83361,Reklaamiagentuurid,73111,Imagine AD OÜ,+372 53473051,www.imagine.ee,helen@imagine.ee,True,https://www.imagine.ee/,www.imagine.ee,Home - TBWA \ Imagine,200,True
95420,83741,Reklaamiagentuurid,73111,Impressive OÜ,+372 53455411,http://www.impressive.ee,karl@impressive.ee,True,http://www.impressive.ee/,www.impressive.ee,IMPRESSIVE,200,True
95839,84094,Reklaamiagentuurid,73111,Indie AD OÜ,+372 55500250,https://indiead.ee,info@indiead.ee,True,https://indiead.ee/,indiead.ee,Indie AD - Loome sisule väärilise vormi,200,True
104773,92146,Reklaamiagentuurid,73111,JM Turundus OÜ,+372 58308189,www.jmm.ee,info@jmm.ee,False,,,,0,False
105698,92981,Reklaamiagentuurid,73111,Jscom Agency OÜ,+371 28294831,https://jscom.agency/,jelena@jscom.info,True,https://jscom.agency/,jscom.agency,PR & Communications Agency,200,True
107994,95566,Reklaamiagentuurid,73111,Jääorav OÜ,+372 53437898,www.saarela.ee,mikk@saarela.ee,True,https://www.saarela.ee/,www.saarela.ee,Mikk Saarela koduleht,200,True
112089,99538,Reklaamiagentuurid,73111,Kapsula Agentuur OÜ,+372 58502073,kapsula.eu,kapsulaagentuur@gmail.com,True,http://kapsula.eu/,kapsula.eu,kapsula.eu,200,False
112303,99722,Reklaamiagentuurid,73111,KARET OÜ,+372 53422020,https://www.karet.ee,info@karet.ee,True,https://www.karet.ee/,www.karet.ee,Raamatupidamine online - lihtne lahendus Teie vajadustele / KARET OÜ,200,True
114622,101859,Reklaamiagentuurid,73111,KavalAntsStuudio OÜ,+372 5202335,www.kavalantsstuudio.eu,andresluidre@gmail.com,True,http://www.kavalantsstuudio.eu/,www.kavalantsstuudio.eu,Avaleht,200,False
118032,105186,Reklaamiagentuurid,73111,Kinkston OÜ,+372 56943358,http://kinkston.ee,kerly@kinkston.ee,True,https://kinkston.ee/,kinkston.ee,Parim valik äri-ja reklaamkingitusi | Kinkston,200,True
120120,106958,Reklaamiagentuurid,73111,Klotsirobot OÜ,+372 54555500,www.metsakosmos.ee,herkots@gmail.com,True,https://www.metsakosmos.ee/,www.metsakosmos.ee,Private Site,401,False
120569,107345,Reklaamiagentuurid,73111,KN Marketing OÜ,+372 55954544,http://www.kasparnisu.ee,kasparnisu@gmail.com,True,https://kasparnisu.ee/,kasparnisu.ee,Personaaltreener Tartus - Kaspar Nisu,200,False
123226,110246,Reklaamiagentuurid,73111,Kooperatiiv OÜ,+372 53466446,www.kooperatiiv.ee,info@kooperatiiv.ee,True,https://kooperatiiv.ee/,kooperatiiv.ee,Esileht | Janar Siniväli portfoolio,200,True
125191,111980,Reklaamiagentuurid,73111,Kriit Reklaamiagentuur OÜ,+372 5170670,www.kriit.ee,tellimus@kriit.ee,True,https://kriit.ee/,kriit.ee,KRIIT Reklaamiagentuur | Loovlahendused | Digiturundus,200,True
132762,118651,Reklaamiagentuurid,73111,Latson OÜ,+372 55547869,www.latson.ee,latson@latson.ee,True,http://www.latson.ee/,www.latson.ee,Kleebised,200,True
133092,118949,Reklaamiagentuurid,73111,Laur ja Lehismets OÜ,+372 5012216,www.laurid.ee,priit@laurid.ee,True,https://www.laurid.ee/,www.laurid.ee,Laurid,200,False
134041,119786,Reklaamiagentuurid,73111,Leevarex OÜ,+372 55675295,www.leevarex.ee,leevarex@leevarex.ee,True,http://leevarex.ee/,leevarex.ee,Reklaamilahendused ja välireklaam Tartus | Leevarex,200,True
134321,120027,Reklaamiagentuurid,73111,Lehter OÜ,+372 53226897,https://lehter.ee/,info@lehter.ee,True,https://lehter.ee/,lehter.ee,Lehter – Your online acquisition partner – Your online acquisition partner,200,False
134344,120045,Reklaamiagentuurid,73111,Leht Media Center OÜ,+372 58012325,www.narvaleht.eu,firma.narva@mail.ru,True,http://www.narvaleht.eu/,www.narvaleht.eu,Narva ð° A Gateway to Estonia,200,False
136437,121903,Reklaamiagentuurid,73111,LIFESTYLES MARKETING OÜ,+372 55544555,https://lifestyles.marketing,kontakt@elustiiliturundus.ee,True,https://lifestyles.marketing/,lifestyles.marketing,★ LM - Lifestyles Marketing ★,200,True
139056,124246,Reklaamiagentuurid,73111,LJStuudio OÜ,+372 56568681,www.liisbetjarviste.ee,liisbetjarviste@gmail.com,True,https://liisbetjarviste.ee/,liisbetjarviste.ee,Liisbet Järviste - Professionaalne Fotograaf | Pulma- ja Tootefotod,200,False
139414,124552,Reklaamiagentuurid,73111,LL TRADE OÜ,+372 5547147,https://llt.ee,info@llt.ee,True,https://llt.ee/,llt.ee,LL TRADE,200,False
140949,125937,Reklaamiagentuurid,73111,Lost in Web OÜ,+372 56669423,www.lost.ee,maido@maido.ee,True,https://www.lost.ee/,www.lost.ee,"Lost in Web - kasutajaliidese disain, kasutajakogemuse disain, digitoote disain",200,False
141494,126408,Reklaamiagentuurid,73111,LTV App OÜ,+372 58479325,www.ltvapp.com,tetiana@ltvapp.com,True,http://www.ltvapp.com/,www.ltvapp.com,,200,False
144284,129489,Reklaamiagentuurid,73111,Maa ja Ilm OÜ,+372 56223456,www.saunja.ee,priit@revaler.ee,True,https://www.saunja.ee/,www.saunja.ee,,200,False
150168,134922,Reklaamiagentuurid,73111,Marketing Studio OÜ,+372 58602011,www.marketingstudio.ee,info@marketingstudio.ee,False,,,,0,False
150212,134965,Reklaamiagentuurid,73111,Marketwise OÜ,+372 55527294,www.marketwise.ee,info@marketwise.ee,True,https://marketwise.ee/,marketwise.ee,Marketwise turundusagentuur | Turundusteenused,200,True
152344,136854,Reklaamiagentuurid,73111,MATVERK OÜ,+372 5106618,www.matverk.com,matverk@matverk.com,True,https://matverk.com/,matverk.com,MATVERK | the do tank,200,True
152540,137024,Reklaamiagentuurid,73111,Max Disain OÜ,+372 5088534,www.maxdisain.ee,raul@maxdisain.ee,False,,,,0,False
153865,138207,Reklaamiagentuurid,73111,MEE Esitlused OÜ,+372 5208007,www.esitlused.ee,mee@esitlused.ee,True,http://esitlused.ee/,esitlused.ee,MEE Esitlused | Tooteesitlused ja degustatsioonid,200,False
154307,138608,Reklaamiagentuurid,73111,Megapiksel Stuudio OÜ,+372 56854513,www.megapikselstuudio.ee,hannes.saard@gmail.com,True,https://www.megapikselstuudio.ee/,www.megapikselstuudio.ee,Süsteemne turunduspakett | Megapiksel - Megapikselstuudio,200,True
158741,142391,Reklaamiagentuurid,73111,Mihkel Ronk,+372 55649906,koosolek.ee,mihkel@koosolek.ee,True,https://koosolek.ee/,koosolek.ee,Mihkel Ronk,200,True
159414,142991,Reklaamiagentuurid,73111,Milos OÜ,+372 5215511,www.milos.ee,info@milos.ee,True,https://milos.ee/,milos.ee,"Sisuturundus, sotsiaalmeedia, Google Ads, koolitused / Milos OÜ",200,True
159414,142991,Reklaamiagentuurid,73111,Milos OÜ,+372 56672185,www.milos.ee,info@milos.ee,True,https://milos.ee/,milos.ee,"Sisuturundus, sotsiaalmeedia, Google Ads, koolitused / Milos OÜ",200,True
160390,143865,Reklaamiagentuurid,73111,Mirlex OÜ,+372 56699277,www.mirlex.ee,info@mirlex.ee,True,https://www.mirlex.ee/,www.mirlex.ee,"Erinevate kiletoodete müük ja paigaldus » Mirlex
",200,True
160583,144036,Reklaamiagentuuride tegevus,73111,Mission Driven Marketing OÜ,+39 3896073057,https://www.missiondrivenmarketing.co,darjan@missiondrivenmarketing.co,True,https://missiondrivenmarketing.co/,missiondrivenmarketing.co,Mission Driven Marketing | Mission Driven Creative Agency,200,True
170129,153107,Reklaamiagentuurid,73111,MoliveryMedia OÜ,+372 53499072,https://molivery.com/,info@molivery.com,True,https://molivery.com/,molivery.com,Molivery - Digital Marketing Agency : Molivery,200,True
172132,154898,Reklaamiagentuurid,73111,MRH Agency OÜ,+372 53331642,https://www.mrh.ee,mrh@mrh.ee,True,https://mrh.ee/,mrh.ee,home - MRH Marketing,200,True
172132,154898,Reklaamiagentuurid,73111,MRH Agency OÜ,+372 56162622,https://www.mrh.ee,mrh@mrh.ee,True,https://mrh.ee/,mrh.ee,home - MRH Marketing,200,True
178093,160775,Reklaamiagentuurid,73111,MultiMeedium OÜ,+372 56252505,http://www.multimeedium.ee/,nelly@multimeedium.ee,True,http://multimeedium.ee/,multimeedium.ee,Esileht - Multimeedium,200,True
178149,160820,Reklaamiagentuurid,73111,Multireklaam OÜ,+372 5640408,www.multireklaam.ee,info@multireklaam.ee,True,http://www.multireklaam.ee/,www.multireklaam.ee,,200,False
183977,166275,Reklaamiagentuurid,73111,NET Partner OÜ,+372 5515809,https://itp.ee,webonpc@gmail.com,True,https://itp.ee/,itp.ee,Veebiturunduse agentuur - ITPartner - Teie digiturunduse partner,200,True
186521,168575,Reklaamiagentuurid,73111,NOPE OÜ,+372 56231321,www.nope.ee,info@nope.ee,True,https://www.nope.ee/,www.nope.ee,NOPE Creative,200,True
186521,168575,Reklaamiagentuurid,73111,NOPE OÜ,+372 56889141,www.nope.ee,info@nope.ee,True,https://www.nope.ee/,www.nope.ee,NOPE Creative,200,True
186733,168753,Reklaamiagentuurid,73111,Nord Creative OÜ,+372 58843888,http://www.nordcreative.ee,info@nordcreative.ee,True,https://www.instagram.com/nordcreativeagency/,www.instagram.com,Nord Creative (@nordcreativeagency) • Instagram photos and videos,200,False
190352,171975,Reklaamiagentuurid,73111,OakMan OÜ,+372 55573428,www.oakman.ee,info@oakman.ee,True,https://www.oakman.ee/,www.oakman.ee,Home page – ,200,False
194187,175432,Reklaamiagentuuride tegevus,73111,Org eCommerce OÜ,+372 57704877,www.ecomdesire.com,organnes@gmail.com,True,https://ecomdesire.com/,ecomdesire.com,"
      We Scale DTC Shopify Brands to $1M+/Year—No High Team or Ad Costs!
 – Ecomdesire",200,True
194840,175966,Reklaamiagentuurid,73111,osaühing ABC Haldus,+372 56459188,http://www.abchaldus.ee,info@abchaldus.ee,True,https://abchaldus.ee/,abchaldus.ee,kinnisvara haldus ja hooldus Tallinnas,200,False
195034,176107,Reklaamiagentuurid,73111,Osaühing ADLAB,+372 53545359,adlab.ee,info@adlab.ee,True,https://adlab.ee/,adlab.ee,ADLAB OÜ - агентство по продвижению в Google,200,False
196931,177491,Reklaamiagentuurid,73111,Osaühing Arta Reklaam,+372 56657577,https://artareklaam.ee/,arta@artareklaam.ee,True,https://artareklaam.ee/,artareklaam.ee,ARTA REKLAAM OÜ | ARTA REKLAAM,200,True
197732,178059,Reklaamiagentuurid,73111,Osaühing AW Neoon,+372 5042813,www.awsigns.eu,ulvi@awsigns.eu,True,https://www.awsigns.eu/et,www.awsigns.eu,Valgusreklaam - tootmine ja paigaldus | AW Signs,200,True
197936,178212,Reklaamiagentuurid,73111,Osaühing Baltinfo Online,+372 5017512,www.baltinfo.ee,info@baltinfo.ee,True,https://www.baltinfo.ee/,www.baltinfo.ee,,200,False
198529,178666,Reklaamiagentuurid,73111,osaühing Boss Trading,+372 53454314,https://www.looduskaup.ee,info@looduskaup.ee,True,https://www.looduskaup.ee/,www.looduskaup.ee,Kodu - Looduskaup.ee,200,False
198529,178666,Reklaamiagentuurid,73111,osaühing Boss Trading,+372 53454314,https://www.stockholmorganic.com,info@looduskaup.ee,True,https://stockholmorganic.com/,stockholmorganic.com,Home - Stockholm Organic,200,False
198529,178666,Reklaamiagentuurid,73111,osaühing Boss Trading,+372 53454314,https://www.dreamweed.ee,info@looduskaup.ee,True,https://dreamweed.ee/,dreamweed.ee,Home - DreamWeed,200,False
199894,179641,Reklaamiagentuurid,73111,Osaühing Digipost,+372 5240065,www.digipost.eu,8register@digipost.eu,True,https://www.digipost.eu/,www.digipost.eu,Digipost,200,True
200751,180276,Reklaamiagentuurid,73111,osaühing Eleron Reklaam,+372 53413461,www.eleron.ee,reet@eleron.ee,True,http://www.eleron.ee/,www.eleron.ee,Tere tulemast! - Welcome! | Veebimajutus.ee,200,False
203466,182256,Reklaamiagentuurid,73111,Osaühing GREMYLUX,+372 55566660,www.gremylux.ee,pavel@gremylux.ee,True,https://gremylux.ee/,gremylux.ee,Your Process Adviser,200,False
204190,182732,Reklaamiagentuurid,73111,Osaühing Helpir,+372 56605860,www.turundustugi.ee,piret@turundustugi.ee,True,https://www.turundustugi.ee/,www.turundustugi.ee,"Turundustugi / OÜ HelpiR - turundus-, reklaami-, disainiteenused, sündmuste korraldamine, tekstide kirjutamine, raamatute välja andmine",200,True
207067,184795,Reklaamiagentuurid,73111,Osaühing KIRJASTUS MUUSIKA,+372 5028112,http://www.kirjastusmuusika.ee,info@kirjastusmuusika.ee,True,http://www.kirjastusmuusika.ee/,www.kirjastusmuusika.ee,Matkaauto,200,False
208130,185521,Reklaamiagentuurid,73111,Osaühing Kuukulgur Film,+372 5211160,http://www.kuukulgur.ee,priit@kuukulgur.ee,True,https://www.kuukulgur.ee/,www.kuukulgur.ee,Moonwalker Film | Production Service | Estonia,200,True
208823,186011,Reklaamiagentuurid,73111,osaühing Leis-Disain,+372 56463466,www.leis-disain.ee,katrin@leis-disain.ee,True,http://www.leis-disain.ee/,www.leis-disain.ee,403 Forbidden,403,False
209372,186423,Reklaamiagentuurid,73111,Osaühing Logotrade,+372 5251155,www.logo.ee,anti@logo.ee,True,https://www.logo.ee/et,www.logo.ee,  Reklaamkingitused - Ärikingitused - Firmakingitused | Logotrade,200,True
210225,187041,Reklaamiagentuuride tegevus,73111,osaühing Markii,+372 5017676,www.karaoke.ee,info@airfun.ee,True,https://ee.madboy-audio.com/,ee.madboy-audio.com,Premium karaoke masinad ja karaoke laulud | MadBoy Premium Karaoke Systems | Webshop,200,False
210225,187041,Reklaamiagentuuride tegevus,73111,osaühing Markii,+372 5017676,www.airfun.ee,info@airfun.ee,True,http://www.airfun.ee/,www.airfun.ee,Airfun,200,False
215623,190844,Reklaamiagentuurid,73111,osaühing REDA REKLAAM,+372 5177119,https://www.reda.ee,info@reda.ee,True,https://www.reda.ee/,www.reda.ee,Reda Reklaam OÜ - Reklaammaterjalid ja ärikingitused Läänemaal,200,True
215770,190953,Reklaamiagentuurid,73111,OSAÜHING REINU REKLAAMIBÜROO,+372 5019400,www.rrb.ee,rrb@rrb.ee,True,http://www.rrb.ee/,www.rrb.ee,Reinu Reklaamibüroo,200,True
216364,191387,Reklaamiagentuurid,73111,Osaühing Ring Ajas,+372 56461712,www.ringajas.ee,info@ringajas.ee,True,https://ringajas.ee/,ringajas.ee,Ring Ajas – reklaamifirma,200,True
216364,191387,Reklaamiagentuurid,73111,Osaühing Ring Ajas,+372 56461714,www.ringajas.ee,info@ringajas.ee,True,https://ringajas.ee/,ringajas.ee,Ring Ajas – reklaamifirma,200,True
221369,194969,Reklaamiagentuurid,73111,Osaühing Tserling,+372 5515976,http://www.veerevkonn.ee,info@veerevkonn.ee,True,https://www.veerevkonn.ee/,www.veerevkonn.ee,Veerev konn,200,True
221448,195027,Reklaamiagentuurid,73111,Osaühing Tulevikudisain,+327 5020793,www.tulevikudisain.ee,william@counselling.ee,True,http://www.tulevikudisain.ee/,www.tulevikudisain.ee,Free Info Products for Tourists in Tallinn | Future Designs | Future Designs,200,False
221504,195070,Reklaamiagentuurid,73111,Osaühing Turunduskontor,+372 5028692,www.workman.ee,raavo@workman.ee,True,http://www.workman.ee/,www.workman.ee,403 Forbidden,403,False
224896,197634,Reklaamiagentuurid,73111,Ourpower OÜ,+372 53411555,http://www.powerful-marketers.com,riho@powerful-marketers.com,True,https://powerful-marketers.com/,powerful-marketers.com,Powerful Marketers,200,True
226550,199009,Reklaamiagentuurid,73111,OÜ AL Media Solutions,+372 56679909,http://www.almedia.ee,laas.valkonen@gmail.com,True,https://almedia.ee/et/esileht/,almedia.ee,Koduleht uueneb – AL Media Solutions,200,True
227548,199802,Reklaamiagentuurid,73111,OÜ ARLE Reklaam,+372 56214798,www.arle.ee,arle@arle.ee,True,https://www.arle.ee/,www.arle.ee,Reklaamiagentuur | Arle Reklaam OÜ | Estonia,200,True
228390,200444,Reklaamiagentuurid,73111,OÜ Avart,+372 53331203,www.avart.ee,info@avart.ee,True,https://www.avart.ee/,www.avart.ee,Avart,200,False
231566,203023,Reklaamiagentuurid,73111,OÜ DUO INVEST,+372 5134591,www.triobuss.ee,info@triobuss.ee,True,https://www.triobuss.ee/,www.triobuss.ee,Trio Buss reisijateveod - Sinu bussipartner Tartus,200,False
231566,203023,Reklaamiagentuurid,73111,OÜ DUO INVEST,+372 53802082,www.triobuss.ee,info@triobuss.ee,True,https://www.triobuss.ee/,www.triobuss.ee,Trio Buss reisijateveod - Sinu bussipartner Tartus,200,False
231566,203023,Reklaamiagentuurid,73111,OÜ DUO INVEST,+372 58550015,www.triobuss.ee,info@triobuss.ee,True,https://www.triobuss.ee/,www.triobuss.ee,Trio Buss reisijateveod - Sinu bussipartner Tartus,200,False
234027,205026,Reklaamiagentuurid,73111,OÜ Flash AD,+372 5513693,flash.ee,peeter@flash.ee,True,https://www.flash.ee/,www.flash.ee,Flash AD - reklaam ja turundus,200,True
235923,206558,Reklaamiagentuurid,73111,OÜ Hedonly,+372 56980917,https://hedonly.ee/,info@hedonly.ee,True,https://hedonly.ee/,hedonly.ee,Hedonly – Digital Marketing Services,200,True
237432,207754,Reklaamiagentuurid,73111,OÜ IN NOMINE,+372 5028705,www.innomine.ee,info@innomine.ee,True,https://innomine.ee/,innomine.ee,Avaleht - In Nomine,200,False
241105,210702,Reklaamiagentuurid,73111,OÜ Kraater,+372 53007697,kraater.com,lennart.rikk@gmail.com,True,https://kraater.com/,kraater.com,Kraater,200,False
241105,210702,Reklaamiagentuurid,73111,OÜ Kraater,+372 53007697,kraater.ee,lennart.rikk@gmail.com,True,https://kraater.ee/,kraater.ee,Kraater,200,False
