id,company_id,sector,emtak,name,phone,www,email
213301,189255,"Mootorsõidukite hooldus ja remont",45201,"osaühing OVERDRIVE","+372 5019649",https://sinurehvid.ee/,info@sinurehvid.ee
214379,190013,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Priaal","+372 56454911",www.priaal.ee,priaal@priaal.ee
215806,190978,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Reiu Puhkekeskus","+372 5028005",http://www.polarisparts.ee,info@polarisparts.ee
216292,191334,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Riidaku Töökoda","+372 5051380",www.riit.ee,jaanus.seiler@gmail.com
216442,191444,"Mootorsõidukite hooldus ja remont",45201,"Osaühing RIVARE AUTO","+372 5046795",htpp://www.rivare.ee,info@rivare.ee
216615,191567,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Roland Kaubandus","+372 5652106",www.rahumaeauto.ee,info@rahumaeauto.ee
216615,191567,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Roland Kaubandus","+372 5658580",www.rahumaeauto.ee,info@rahumaeauto.ee
217563,192248,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Savirehvid","+372 5063857",www.savirehvid.ee,info@savirehvid.ee
217583,192265,"Mootorsõidukite hooldus ja remont",45201,"Osaühing ScanBalt Trucks","+37250 39599",www.trucks.ee,martin@scanbalttrailer.ee
217930,192512,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Servistop","+372 5256253",https://www.servistop.ee,marko@servistop.ee
218415,192863,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Skival","+372 56157167",skival.ee,skival@skival.ee
218526,192949,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Socius","+372 5027004",www.fordikeskus.ee,aivar@fordikeskus.ee
219531,193674,"Mootorsõidukite hooldus ja remont",45201,"osaühing ZEIGO SERVICE","+372 5044964",https://www.komatsuforest.ee/,info@komatsuforest.ee
220124,194071,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Tebolar","+372 56158158",http://www.tebolar.ee,info@tebolar.ee
220124,194071,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Tebolar","+372 56600280",http://www.tebolar.ee,info@tebolar.ee
220468,194312,"Mootorsõidukite hooldus ja remont",45201,"osaühing TERMOLA","+372 53405489",www.termola.ee,info@termola.ee
221479,195051,"Mootorsõidukite hooldus ja remont",45201,"Osaühing TUNINGSTYLE","+372 5141494",www.sadulsepp.ee,info@sadulsepp.ee
221583,195131,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Tõukur","+372 5245525",www.toukur.ee,info@toukur.ee
222442,195714,"Mootorsõidukite hooldus ja remont",45201,"osaühing VEEGA GRUPP","+372 56475757",www.veega.ee,margus@veega.ee
222442,195714,"Mootorsõidukite hooldus ja remont",45201,"osaühing VEEGA GRUPP","+372 56475757",www.veega.ee,marko@veega.ee
222442,195714,"Mootorsõidukite hooldus ja remont",45201,"osaühing VEEGA GRUPP","+372 56634805",www.veega.ee,margus@veega.ee
222442,195714,"Mootorsõidukite hooldus ja remont",45201,"osaühing VEEGA GRUPP","+372 56634805",www.veega.ee,marko@veega.ee
222782,195960,"Mootorsõidukite hooldus ja remont",45201,"osaühing VEXON AUTO","+372 5136789",http://www.wexonauto.ee,vexonauto@gmail.com
222815,195986,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Vibratsioon","+372 5201339",http://www.vibratsioon.ee/,vibratsioon@vibratsioon.ee
222815,195986,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Vibratsioon","+372 56475885",http://www.vibratsioon.ee/,vibratsioon@vibratsioon.ee
223639,196574,"Mootorsõidukite hooldus ja remont",45201,"Osaühing Vändra Karu","+372 5144424",www.vandrakarureis.ee,vandra.karu@mail.ee
224428,197150,"Mootorsõidukite hooldus ja remont",45201,"OSTUEELNE OÜ","+372 58536058",http://www.ostueelne.ee,ostueelne@gmail.com
225330,198021,"Mootorsõidukite hooldus ja remont",45201,"OÜ AABE VARUOSAD","+372 5010091",www.aabe.ee,andre@aabe.ee
225820,198422,"Mootorsõidukite hooldus ja remont",45201,"OÜ Agito Performance","+372 55611704",ag-performance.ee,11263808@eesti.ee
225820,198422,"Mootorsõidukite hooldus ja remont",45201,"OÜ Agito Performance","+372 55687349",ag-performance.ee,11263808@eesti.ee
227353,199643,"Mootorsõidukite hooldus ja remont",45201,"OÜ Aravete Autoteenindus","+372 53328285",www.araveteauto.ee,info@araveteauto.ee
228336,200398,"Mootorsõidukite hooldus ja remont",45201,"OÜ Autotalent","+372 51927810",https://Www.autorenttallinn.eu,autotalentrent@gmail.com
228496,200532,"Mootorsõidukite hooldus ja remont",45201,"OÜ Avtosovet","+372 58280131",www.avtosovet.net,romanidze1@gmail.com
229941,201688,"Mootorsõidukite hooldus ja remont",45201,"OÜ Car.Stage.Garage","+372 58100793",www.autoremont24.ee,info@csg.ee
232674,203933,"Mootorsõidukite hooldus ja remont",45201,"OÜ ENTRA GRUPP","+372 56667224",www.entra.ee,entra@entra.ee
233172,204309,"Mootorsõidukite hooldus ja remont",45201,"OÜ E-TEHNO","+372 5045621",www.e-tehno.ee,haldus@e-tehno.ee
233259,204383,"Mootorsõidukite hooldus ja remont",45201,"OÜ Euroforum","+372 5579494",www.wasp.ee,euroforum.madara@gmail.com
235015,205836,"Mootorsõidukite hooldus ja remont",45201,"OÜ Gold Selection","+372 5655100",http://www.kummid24.ee,tanel@kummid24.ee
235751,206427,"Mootorsõidukite hooldus ja remont",45201,"OÜ Haroli Tehnika","+372 56157500",www.motoekspert.ee,info@motoekspert.ee
237964,208180,"Mootorsõidukite hooldus ja remont",45201,"OÜ JANIMET","+372 5014636",www.janimet.ee,janimet@janimet.ee
237964,208180,"Mootorsõidukite hooldus ja remont",45201,"OÜ JANIMET","+372 5067771",www.janimet.ee,janimet@janimet.ee
238030,208231,"Mootorsõidukite hooldus ja remont",45201,"OÜ JASSI AUTOTUBA","+372 5269669",http://jassiauto.ee/,diiselmootorid@hot.ee
241351,210898,"Mootorsõidukite hooldus ja remont",45201,"OÜ Krooni Grupp","+372 53779488",www.kroonigrupp.ee,katrin@advocatus.ee
241616,211112,"Mootorsõidukite hooldus ja remont",45201,"OÜ KUMMIBOX","+372 56464817",http://www.carbox.ee,tom@kummibox.ee
244610,213458,"Mootorsõidukite hooldus ja remont",45201,"OÜ MaksiBussid","+372 5183662",www.maksibussid.eu,info@maksibussid.eu
244610,213458,"Mootorsõidukite hooldus ja remont",45201,"OÜ MaksiBussid","+372 5257571",www.maksibussid.eu,info@maksibussid.eu
245097,213854,"Mootorsõidukite hooldus ja remont",45201,"OÜ Martna Garaaž","+372 56211069",www.martna.com,garaaz@martna.com
245747,214351,"Mootorsõidukite hooldus ja remont",45201,"OÜ Meranna","+372 53476054",www.meranna.ee,info@meranna.ee
246981,215337,"Mootorsõidukite hooldus ja remont",45201,"OÜ Motroonik","+372 5159081",www.motroonik.ee,info@motroonik.ee
248680,216651,"Mootorsõidukite hooldus ja remont",45201,"OÜ NURME TEEDEEHITUS","+372 53305252",www.nurmeteedeehitus.ee,info@nurmeteedeehitus.ee
248873,216802,"Mootorsõidukite hooldus ja remont",45201,"OÜ Odien","+372 5186404",www.odien.ee,janar@odien.ee
