id,company_id,sector,emtak,name,phone,www,email
105698,92981,Reklaamiagentuurid,73111,"Jscom Agency OÜ","+371 28294831",https://jscom.agency/,jelena@jscom.info
107994,95566,Reklaamiagentuurid,73111,"Jääorav OÜ","+372 53437898",www.saarela.ee,mikk@saarela.ee
112089,99538,Reklaamiagentuurid,73111,"Kapsula Agentuur OÜ","+372 58502073",kapsula.eu,kapsulaagentuur@gmail.com
112303,99722,Reklaamiagentuurid,73111,"KARET OÜ","+372 53422020",https://www.karet.ee,info@karet.ee
114622,101859,Reklaamiagentuurid,73111,"KavalAntsStuudio OÜ","+372 5202335",www.kavalantsstuudio.eu,andresluidre@gmail.com
118032,105186,Reklaamiagentuurid,73111,"Kinkston OÜ","+372 56943358",http://kinkston.ee,kerly@kinkston.ee
120120,106958,Reklaamiagentuurid,73111,"Klotsirobot OÜ","+372 54555500",www.metsakosmos.ee,herkots@gmail.com
120569,107345,Reklaamiagentuurid,73111,"KN Marketing OÜ","+372 55954544",http://www.kasparnisu.ee,kasparnisu@gmail.com
123226,110246,Reklaamiagentuurid,73111,"Kooperatiiv OÜ","+372 53466446",www.kooperatiiv.ee,info@kooperatiiv.ee
125191,111980,Reklaamiagentuurid,73111,"Kriit Reklaamiagentuur OÜ","+372 5170670",www.kriit.ee,tellimus@kriit.ee
132762,118651,Reklaamiagentuurid,73111,"Latson OÜ","+372 55547869",www.latson.ee,latson@latson.ee
133092,118949,Reklaamiagentuurid,73111,"Laur ja Lehismets OÜ","+372 5012216",www.laurid.ee,priit@laurid.ee
134041,119786,Reklaamiagentuurid,73111,"Leevarex OÜ","+372 55675295",www.leevarex.ee,leevarex@leevarex.ee
134321,120027,Reklaamiagentuurid,73111,"Lehter OÜ","+372 53226897",https://lehter.ee/,info@lehter.ee
134344,120045,Reklaamiagentuurid,73111,"Leht Media Center OÜ","+372 58012325",www.narvaleht.eu,firma.narva@mail.ru
136437,121903,Reklaamiagentuurid,73111,"LIFESTYLES MARKETING OÜ","+372 55544555",https://lifestyles.marketing,kontakt@elustiiliturundus.ee
139056,124246,Reklaamiagentuurid,73111,"LJStuudio OÜ","+372 56568681",www.liisbetjarviste.ee,liisbetjarviste@gmail.com
139414,124552,Reklaamiagentuurid,73111,"LL TRADE OÜ","+372 5547147",https://llt.ee,info@llt.ee
140949,125937,Reklaamiagentuurid,73111,"Lost in Web OÜ","+372 56669423",www.lost.ee,maido@maido.ee
141494,126408,Reklaamiagentuurid,73111,"LTV App OÜ","+372 58479325",www.ltvapp.com,tetiana@ltvapp.com
144284,129489,Reklaamiagentuurid,73111,"Maa ja Ilm OÜ","+372 56223456",www.saunja.ee,priit@revaler.ee
150168,134922,Reklaamiagentuurid,73111,"Marketing Studio OÜ","+372 58602011",www.marketingstudio.ee,info@marketingstudio.ee
150212,134965,Reklaamiagentuurid,73111,"Marketwise OÜ","+372 55527294",www.marketwise.ee,info@marketwise.ee
152344,136854,Reklaamiagentuurid,73111,"MATVERK OÜ","+372 5106618",www.matverk.com,matverk@matverk.com
152540,137024,Reklaamiagentuurid,73111,"Max Disain OÜ","+372 5088534",www.maxdisain.ee,raul@maxdisain.ee
153865,138207,Reklaamiagentuurid,73111,"MEE Esitlused OÜ","+372 5208007",www.esitlused.ee,mee@esitlused.ee
154307,138608,Reklaamiagentuurid,73111,"Megapiksel Stuudio OÜ","+372 56854513",www.megapikselstuudio.ee,hannes.saard@gmail.com
158741,142391,Reklaamiagentuurid,73111,"Mihkel Ronk","+372 55649906",koosolek.ee,mihkel@koosolek.ee
159414,142991,Reklaamiagentuurid,73111,"Milos OÜ","+372 5215511",www.milos.ee,info@milos.ee
159414,142991,Reklaamiagentuurid,73111,"Milos OÜ","+372 56672185",www.milos.ee,info@milos.ee
160390,143865,Reklaamiagentuurid,73111,"Mirlex OÜ","+372 56699277",www.mirlex.ee,info@mirlex.ee
160583,144036,"Reklaamiagentuuride tegevus",73111,"Mission Driven Marketing OÜ","+39 3896073057",https://www.missiondrivenmarketing.co,darjan@missiondrivenmarketing.co
170129,153107,Reklaamiagentuurid,73111,"MoliveryMedia OÜ","+372 53499072",https://molivery.com/,info@molivery.com
172132,154898,Reklaamiagentuurid,73111,"MRH Agency OÜ","+372 53331642",https://www.mrh.ee,mrh@mrh.ee
172132,154898,Reklaamiagentuurid,73111,"MRH Agency OÜ","+372 56162622",https://www.mrh.ee,mrh@mrh.ee
178093,160775,Reklaamiagentuurid,73111,"MultiMeedium OÜ","+372 56252505",http://www.multimeedium.ee/,nelly@multimeedium.ee
178149,160820,Reklaamiagentuurid,73111,"Multireklaam OÜ","+372 5640408",www.multireklaam.ee,info@multireklaam.ee
183977,166275,Reklaamiagentuurid,73111,"NET Partner OÜ","+372 5515809",https://itp.ee,webonpc@gmail.com
186521,168575,Reklaamiagentuurid,73111,"NOPE OÜ","+372 56231321",www.nope.ee,info@nope.ee
186521,168575,Reklaamiagentuurid,73111,"NOPE OÜ","+372 56889141",www.nope.ee,info@nope.ee
186733,168753,Reklaamiagentuurid,73111,"Nord Creative OÜ","+372 58843888",http://www.nordcreative.ee,info@nordcreative.ee
190352,171975,Reklaamiagentuurid,73111,"OakMan OÜ","+372 55573428",www.oakman.ee,info@oakman.ee
194187,175432,"Reklaamiagentuuride tegevus",73111,"Org eCommerce OÜ","+372 57704877",www.ecomdesire.com,organnes@gmail.com
194840,175966,Reklaamiagentuurid,73111,"osaühing ABC Haldus","+372 56459188",http://www.abchaldus.ee,info@abchaldus.ee
195034,176107,Reklaamiagentuurid,73111,"Osaühing ADLAB","+372 53545359",adlab.ee,info@adlab.ee
196931,177491,Reklaamiagentuurid,73111,"Osaühing Arta Reklaam","+372 56657577",https://artareklaam.ee/,arta@artareklaam.ee
197732,178059,Reklaamiagentuurid,73111,"Osaühing AW Neoon","+372 5042813",www.awsigns.eu,ulvi@awsigns.eu
197936,178212,Reklaamiagentuurid,73111,"Osaühing Baltinfo Online","+372 5017512",www.baltinfo.ee,info@baltinfo.ee
198529,178666,Reklaamiagentuurid,73111,"osaühing Boss Trading","+372 53454314",https://www.looduskaup.ee,info@looduskaup.ee
198529,178666,Reklaamiagentuurid,73111,"osaühing Boss Trading","+372 53454314",https://www.stockholmorganic.com,info@looduskaup.ee
198529,178666,Reklaamiagentuurid,73111,"osaühing Boss Trading","+372 53454314",https://www.dreamweed.ee,info@looduskaup.ee
199894,179641,Reklaamiagentuurid,73111,"Osaühing Digipost","+372 5240065",www.digipost.eu,8register@digipost.eu
200751,180276,Reklaamiagentuurid,73111,"osaühing Eleron Reklaam","+372 53413461",www.eleron.ee,reet@eleron.ee
203466,182256,Reklaamiagentuurid,73111,"Osaühing GREMYLUX","+372 55566660",www.gremylux.ee,pavel@gremylux.ee
204190,182732,Reklaamiagentuurid,73111,"Osaühing Helpir","+372 56605860",www.turundustugi.ee,piret@turundustugi.ee
207067,184795,Reklaamiagentuurid,73111,"Osaühing KIRJASTUS MUUSIKA","+372 5028112",http://www.kirjastusmuusika.ee,info@kirjastusmuusika.ee
208130,185521,Reklaamiagentuurid,73111,"Osaühing Kuukulgur Film","+372 5211160",http://www.kuukulgur.ee,priit@kuukulgur.ee
208823,186011,Reklaamiagentuurid,73111,"osaühing Leis-Disain","+372 56463466",www.leis-disain.ee,katrin@leis-disain.ee
209372,186423,Reklaamiagentuurid,73111,"Osaühing Logotrade","+372 5251155",www.logo.ee,anti@logo.ee
210225,187041,"Reklaamiagentuuride tegevus",73111,"osaühing Markii","+372 5017676",www.karaoke.ee,info@airfun.ee
210225,187041,"Reklaamiagentuuride tegevus",73111,"osaühing Markii","+372 5017676",www.airfun.ee,info@airfun.ee
215623,190844,Reklaamiagentuurid,73111,"osaühing REDA REKLAAM","+372 5177119",https://www.reda.ee,info@reda.ee
215770,190953,Reklaamiagentuurid,73111,"OSAÜHING REINU REKLAAMIBÜROO","+372 5019400",www.rrb.ee,rrb@rrb.ee
216364,191387,Reklaamiagentuurid,73111,"Osaühing Ring Ajas","+372 56461712",www.ringajas.ee,info@ringajas.ee
216364,191387,Reklaamiagentuurid,73111,"Osaühing Ring Ajas","+372 56461714",www.ringajas.ee,info@ringajas.ee
221369,194969,Reklaamiagentuurid,73111,"Osaühing Tserling","+372 5515976",http://www.veerevkonn.ee,info@veerevkonn.ee
221448,195027,Reklaamiagentuurid,73111,"Osaühing Tulevikudisain","+327 5020793",www.tulevikudisain.ee,william@counselling.ee
221504,195070,Reklaamiagentuurid,73111,"Osaühing Turunduskontor","+372 5028692",www.workman.ee,raavo@workman.ee
224896,197634,Reklaamiagentuurid,73111,"Ourpower OÜ","+372 53411555",http://www.powerful-marketers.com,riho@powerful-marketers.com
226550,199009,Reklaamiagentuurid,73111,"OÜ AL Media Solutions","+372 56679909",http://www.almedia.ee,laas.valkonen@gmail.com
227548,199802,Reklaamiagentuurid,73111,"OÜ ARLE Reklaam","+372 56214798",www.arle.ee,arle@arle.ee
228390,200444,Reklaamiagentuurid,73111,"OÜ Avart","+372 53331203",www.avart.ee,info@avart.ee
231566,203023,Reklaamiagentuurid,73111,"OÜ DUO INVEST","+372 5134591",www.triobuss.ee,info@triobuss.ee
231566,203023,Reklaamiagentuurid,73111,"OÜ DUO INVEST","+372 53802082",www.triobuss.ee,info@triobuss.ee
231566,203023,Reklaamiagentuurid,73111,"OÜ DUO INVEST","+372 58550015",www.triobuss.ee,info@triobuss.ee
234027,205026,Reklaamiagentuurid,73111,"OÜ Flash AD","+372 5513693",flash.ee,peeter@flash.ee
235923,206558,Reklaamiagentuurid,73111,"OÜ Hedonly","+372 56980917",https://hedonly.ee/,info@hedonly.ee
237432,207754,Reklaamiagentuurid,73111,"OÜ IN NOMINE","+372 5028705",www.innomine.ee,info@innomine.ee
241105,210702,Reklaamiagentuurid,73111,"OÜ Kraater","+372 53007697",kraater.com,lennart.rikk@gmail.com
241105,210702,Reklaamiagentuurid,73111,"OÜ Kraater","+372 53007697",kraater.ee,lennart.rikk@gmail.com
245912,214480,Reklaamiagentuurid,73111,"OÜ MERMEEDIA","+372 5083248",www.mermeedia.ee,ivo.merioja@mermeedia.ee
249213,217068,Reklaamiagentuurid,73111,"OÜ OOPS EE","+372 58666677",http://www.oops.ee,janek@oops.ee
252884,219951,Reklaamiagentuurid,73111,"OÜ Reklaam ja Disain","+372 5093317",https://www.rdisain.ee,ville@rdisain.ee
252884,219951,Reklaamiagentuurid,73111,"OÜ Reklaam ja Disain","+372 53445020",https://www.rdisain.ee,ville@rdisain.ee
254332,221102,Reklaamiagentuurid,73111,"OÜ S18 Group","+372 51933611",https://s18games.com/,info@s18games.com
256130,222532,Reklaamiagentuurid,73111,"OÜ SmileMotion","+372 56677695",www.motion.ee,ronald@motion.ee
264003,228854,Reklaamiagentuurid,73111,"PACKiT OÜ","+372 58588858",www.packit.ee,info@packit.ee
264870,229723,Reklaamiagentuurid,73111,"Palgakalkulaator OÜ","+372 56080500",https://automakskalkulaator.ee/,tarmecotrade@gmail.com
264870,229723,Reklaamiagentuurid,73111,"Palgakalkulaator OÜ","+372 56699644",https://automakskalkulaator.ee/,tarmecotrade@gmail.com
264870,229723,Reklaamiagentuurid,73111,"Palgakalkulaator OÜ","+372 56080500",https://palgakalkulaator2025.ee/,tarmecotrade@gmail.com
264870,229723,Reklaamiagentuurid,73111,"Palgakalkulaator OÜ","+372 56699644",https://palgakalkulaator2025.ee/,tarmecotrade@gmail.com
266205,230871,Reklaamiagentuurid,73111,"Passion OÜ","+372 5106052",www.passion.ee,aare@passion.ee
270760,234987,Reklaamiagentuurid,73111,"Pix OÜ","+372 53404283",https://pix.ee,info@pix.ee
271452,235596,Reklaamiagentuurid,73111,"Pliiats ja Print OÜ","+372 55682671",pliiatsjaprint.ee,info@pliiatsjaprint.ee
271922,236006,Reklaamiagentuurid,73111,"Pohl OÜ","+372 53417605",www.pohl.ee,info@pohl.ee
272689,236674,"Reklaamiagentuuride tegevus",73111,"Portofino Marketing Agency OÜ","+1 6205092588",https://www.portofinomarketing.com/#/,portofinomarketingagency60@gmail.com
273646,237505,Reklaamiagentuurid,73111,"Presenter OÜ","+372 56213835",www.presenter.ee,rando@presenter.ee
273689,237541,Reklaamiagentuurid,73111,"Prestige Worldwide OÜ","+372 5293970",www.pww.ee,info@pww.ee
276380,239898,"Reklaamiagentuuride tegevus",73111,"Proua Teisipäev OÜ","+372 53312567",https://www.prouateisipaev.ee,prouateisipaev@gmail.com
277746,241100,"Reklaamiagentuuride tegevus",73111,"PurpleSky OÜ","+372 58854556",purplesky.pro,nikita.vesselov@gmail.com
282746,247448,Reklaamiagentuurid,73111,"Raismanna OÜ","+372 56901868",https://www.raismanna.ee,marie.metsaru@gmail.com
283153,247816,Reklaamiagentuurid,73111,"RAKETT OÜ","+372 56223456",https://www.rakett.org/,priit@rakett.org
287968,252425,Reklaamiagentuurid,73111,"Reklaamiagentuur Briif OÜ","+372 5018412",www.briif.ee,reijo@direct.ee
287987,252441,Reklaamiagentuurid,73111,"Reklaamistuudio FMS OÜ","+372 56633939",www.fms.ee,info@fms.ee
289419,253677,Reklaamiagentuurid,73111,"Republic of Arts OÜ","+372 56499325",www.republicofarts.com,madis@republicofarts.com
290818,254888,Reklaamiagentuurid,73111,"RichConsulting OÜ","+372 55551629",http://www.richconsulting.ee,richard@richconsulting.ee
293456,257175,Reklaamiagentuurid,73111,"Rodeverk OÜ","+372 5531976",www.rodeverk.eu,rodion@rodeverk.eu
302253,265994,Reklaamiagentuurid,73111,"Solutio OÜ","+372 5259340",www.solutio.ee,sven-erik@solutio.ee
303741,267302,Reklaamiagentuurid,73111,"Spetsy Marketing OÜ","+372 5126758",https://spetsymarketing.com,support@spetsymarketing.com
303741,267302,Reklaamiagentuurid,73111,"Spetsy Marketing OÜ","+372 53422798",https://spetsymarketing.com,support@spetsymarketing.com
303741,267302,Reklaamiagentuurid,73111,"Spetsy Marketing OÜ","+372 56674705",https://spetsymarketing.com,support@spetsymarketing.com
305778,269154,"Reklaamiagentuuride tegevus",73111,"Startree OÜ","+372 58121299",www.startreedigital.com,info@startreedigital.com
306437,269733,Reklaamiagentuurid,73111,"Stereo Meedia OÜ","+372 5016914",www.stereomeedia.ee,mart@stereomeedia.ee
306437,269733,Reklaamiagentuurid,73111,"Stereo Meedia OÜ","+372 5089558",www.stereomeedia.ee,mart@stereomeedia.ee
307706,270851,Reklaamiagentuurid,73111,"Stuffer Design OÜ","+372 5105106",www.stuffer.ee,info@stuffer.ee
311841,274537,Reklaamiagentuurid,73111,"Zentiva Group, a.s. Eesti filiaal","+372 5014487",https://www.zentiva.cz/,sven.mallo@zentiva.com
312741,275355,Reklaamiagentuurid,73111,"Tabasco OÜ","+372 56663344",www.tabasco.ee,indrek@tabasco.ee
318196,282586,Reklaamiagentuurid,73111,"TDA OÜ","+54 91154903833",https://www.tangodigitalagency.com,contact@tangodigitalagency.com
321194,285235,Reklaamiagentuurid,73111,"TK Diamante OÜ","+372 56676347",www.diamante.ee,diamante@diamante.ee
325182,288980,Reklaamiagentuurid,73111,"TT PROMO OÜ","+372 59190609",https://promott.ee,tristurk@gmail.com
326321,289917,Reklaamiagentuurid,73111,"Turundusjuhtimine.ee OÜ","+372 58847555",www.turundusjuhtimine.ee,katrin@turundusjuhtimine.ee
330441,293798,Reklaamiagentuurid,73111,"UNIVERSAL UNION OÜ","+372 56708052",salut.ee,salut@salut.ee
330932,294249,Reklaamiagentuurid,73111,"Upup service OÜ","+372 53492768",https://upupservice.com/,Nikita.Baikov@gmail.com
336785,299722,Reklaamiagentuurid,73111,"Veebiturundus OÜ","+372 56835188",https://www.veebiturundus.com,mandmaris@gmail.com
344223,307383,Reklaamiagentuurid,73111,"VMV Marketing OÜ","+372 53472768",https://webreklaam.ee/,webmarketingee@gmail.com
344651,307759,Reklaamiagentuurid,73111,"Vondel Marketing OÜ","+372 58386775",vondelmarketing.com,info@ansonbaer.com
347071,310379,Reklaamiagentuurid,73111,"Walgus Media OÜ","+372 5212426",www.walgus.ee,info@walgus.ee
347839,311068,Reklaamiagentuurid,73111,"Web&Mobile OÜ","+372 58275312",https://wmob.eu,wmob@wmob.eu
348268,311447,Reklaamiagentuurid,73111,"Wellmedia OÜ","+372 5083248",www.wellmedia.ee,info@wellmedia.ee
349085,312164,Reklaamiagentuurid,73111,"WideWise OÜ","+372 59055956",WideWise.ee,info@widewise.ee
